24571,8082,F U N D   D E T A I L SType of fund:Start date:Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,57;;;;;;;;;;;
24572,8181,One year,0.0,simplified_prospectus,57;;;;;;;;;;;
"24573,8659,""• may engage in securities lending, repurchase and reverse repurchase"",0.0,simplified_prospectus,57";;;;;;;;;;;
24574,8962,Expenses payable over:,0.0,simplified_prospectus,57;;;;;;;;;;;
"24575,9141,""• may hold a portion of its assets in cash, money market securities or"",1.0,simplified_prospectus,57";;;;;;;;;;;
24576,9777,What does the fund invest in?,1.0,simplified_prospectus,57;;;;;;;;;;;
24577,9889,Long-term capital appreciation by investing primarily in equitysecurities of Japanese issuers.,0.0,simplified_prospectus,57;;;;;;;;;;;
24578,10348,What are the risks of investing in the fund?• equity risk• foreign investment risk• interest rate risk• smaller companies risk• large investor risk• derivative risk• repurchase/reverse repurchase agreements risk• series risk• corporate class fund risk• underlying fund risk• short selling risk• securities lending risk,0.0,simplified_prospectus,57;;;;;;;;;;;
24579,10612,in companies of any size,0.0,simplified_prospectus,57;;;;;;;;;;;
"24580,10812,""• may hold equities and fixed income securities in any proportion, providedthat in normal market conditions, not less than 75% of its invested assets(excluding cash and money market securities) are invested in equity securities"",1.0,simplified_prospectus,57";;;;;;;;;;;
24581,11406,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,57;;;;;;;;;;;
24582,14026,89.1854.93,0.0,simplified_prospectus,57;;;;;;;;;;;
24583,14470,Franklin Japan Corporate Class,0.0,simplified_prospectus,57;;;;;;;;;;;
24584,14735,• willing to accept moderate to high investment risk• planning to hold their investment for the medium to long term,0.0,simplified_prospectus,57;;;;;;;;;;;
24585,15734,We describe our fundamental investment philosophy on page 47.,0.0,simplified_prospectus,57;;;;;;;;;;;
24586,16405,Series ASeries F,0.0,simplified_prospectus,57;;;;;;;;;;;
"24587,16603,""These costs are an expense of theFund and are paid out of Fund assets, which may reduce your returns."",0.0,simplified_prospectus,57";;;;;;;;;;;
24588,16877,• the higher the trading costs of the Fund.,0.0,simplified_prospectus,57;;;;;;;;;;;
"24589,17316,""Japanese equitySeries A, F and O shares: June 18, 2001 Series A, F and O shares of a mutual fund corporationYes Series A shares: 2.50% Series F shares: 1.50%Series O shares: Management and administration fee is negotiated with and paid by the shareholder directly to the Manager Franklin Templeton Investments Corp."",0.0,simplified_prospectus,57";;;;;;;;;;;
24590,17647,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,57;;;;;;;;;;;
24591,18173,The Fund:• may select investments from many different industries to enhance returns,0.0,simplified_prospectus,57;;;;;;;;;;;
24592,18391,Who should invest in this fund?Investors:• seeking a well-diversified Japanese equity fund to be held primarily outsidea registered plan as it allows taxable investors to switch between CorporateClass Funds without incurring a tax liability on the switch,0.0,simplified_prospectus,57;;;;;;;;;;;
"24593,18535,""• may invest only in Japanese issuers, in any industry, in any proportion and"",1.0,simplified_prospectus,57";;;;;;;;;;;
24594,18810,The fundamental investment objective may only be changed with the approvalof a majority of shareholders at a meeting called for that purpose.,0.0,simplified_prospectus,57;;;;;;;;;;;
24595,19103,Five years,0.0,simplified_prospectus,57;;;;;;;;;;;
24596,19791,Distribution policyWe may distribute dividends annually in February or March.,0.0,simplified_prospectus,57;;;;;;;;;;;
24597,19867,The Fund’s portfolio turnover rate may be greater than 70%. The higher a Fund’sportfolio turnover rate:• the greater the chance that you may receive a distribution from the Fund thatmust be included in determining a taxable investor’s income for tax purposes,0.0,simplified_prospectus,57;;;;;;;;;;;
24598,20430,355.83219.17,0.0,simplified_prospectus,57;;;;;;;;;;;
"24599,20784,"", Toronto, OntarioFranklin Templeton Investments Japan Limited, Tokyo, Japan"",0.0,simplified_prospectus,57";;;;;;;;;;;
24600,20988,Simplified Prospectus,0.0,simplified_prospectus,57;;;;;;;;;;;
24601,21335,and reduce risk,0.0,simplified_prospectus,57;;;;;;;;;;;
24602,21346,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,57;;;;;;;;;;;
24603,21402,These transactions will be usedwith the other investment strategies in a manner considered most appropriateto achieving the Fund’s overall investment objectives and enhancing the Fund’sreturns.,1.0,simplified_prospectus,57;;;;;;;;;;;
"24604,21415,""As of May 25, 2007, Franklin Templeton Global Growth Portfolio held 39.3% ofthe Fund."",0.0,simplified_prospectus,57";;;;;;;;;;;
24605,641,24.5013.74,0.0,simplified_prospectus,58;;;;;;;;;;;
24606,843,See “Short selling” on page 27 for more information.,0.0,simplified_prospectus,58;;;;;;;;;;;
"24607,1621,""The Fund:• may invest in bonds, notes, debentures, convertible securities and preferred"",1.0,simplified_prospectus,58";;;;;;;;;;;
24608,1773,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,58;;;;;;;;;;;
24609,2272,Ten years,0.0,simplified_prospectus,58;;;;;;;;;;;
24610,2351,Portfolio advisor:,0.0,simplified_prospectus,58;;;;;;;;;;;
"24611,3173,""• may invest in credit derivatives, such as credit default swaps, credit-linked"",0.0,simplified_prospectus,58";;;;;;;;;;;
"24612,3246,""Such loans may include term loans, and to the extent permitted bysecurities regulations, revolving credit facilities, synthetic term loans, delayeddraw term loans and receivables purchase facilities"",0.0,simplified_prospectus,58";;;;;;;;;;;
24613,3973,77.2343.30,0.0,simplified_prospectus,58;;;;;;;;;;;
24614,4962,Distribution policyThe Fund distributes any income on the last business day of each month anddistributes any realized net capital gains annually in December and may paydistributions at other times during the year.,0.0,simplified_prospectus,58;;;;;;;;;;;
"24615,5342,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,58";;;;;;;;;;;
24616,5532,308.13172.76,0.0,simplified_prospectus,58;;;;;;;;;;;
"24617,7782,"", San Mateo, California"",0.0,simplified_prospectus,58";;;;;;;;;;;
24618,8109,What are the risks of investing in the fund?• interest rate risk• credit risk• low-rated securities risk• liquidity risk• foreign investment risk• emerging markets risk• large investor risk• derivative risk• repurchase/reverse repurchase agreements risk• underlying fund risk• series risk• short selling risk• securities lending risk,0.0,simplified_prospectus,58;;;;;;;;;;;
24619,8239,F U N D   D E T A I L SType of fund:Start date:Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,58;;;;;;;;;;;
"24620,9127,""• may hold all or a portion of its assets in cash, money market securities ormoney market mutual funds while seeking investment opportunities or fordefensive purposes"",1.0,simplified_prospectus,58";;;;;;;;;;;
24621,9453,These transactions will be usedwith the other investment strategies in a manner considered most appropriateto achieving the Fund’s overall investment objectives and enhancing the Fund’sreturns.,1.0,simplified_prospectus,58;;;;;;;;;;;
24622,9528,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,58;;;;;;;;;;;
24623,11152,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,58;;;;;;;;;;;
"24624,11773,""Global high yield bondSeries A, F and O units: February 17, 2003Series A, F and O units of a mutual fund trustYesSeries A units: 1.75%Series F units: 0.75%Series O units: Management and administration fee is negotiated with and paid by the unitholder directly to the Manager Franklin Advisers, Inc."",0.0,simplified_prospectus,58";;;;;;;;;;;
"24625,11794,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,58";;;;;;;;;;;
24626,12309,Expenses payable over:,0.0,simplified_prospectus,58;;;;;;;;;;;
24627,12385,stocks issued by companies and governments from around the world,0.0,simplified_prospectus,58;;;;;;;;;;;
"24628,12419,""securities and credit-linked notes, for non-hedging purposes, in order to investdirectly in securities or financial markets or gain exposure to other currencies • may invest in debt securities that have floating or variable payment schedulesincluding floating rate notes issued by governments and corporate issuers,secured floating rate bank loans, Treasury Inflation Indexed bonds (TIPs) andadjustable-rate asset-backed securities"",1.0,simplified_prospectus,58";;;;;;;;;;;
24629,13750,Franklin High Income Fund,0.0,simplified_prospectus,58;;;;;;;;;;;
"24630,13756,""• may invest in loans made to corporate and other business entities by banksand other financial institutions (“corporate loans”). Such corporate loanstypically pay interest rates, which are re-determined periodically on the basisof a floating base lending rate such as the London Interbank Offered Rate(LIBOR) plus a premium"",0.0,simplified_prospectus,58";;;;;;;;;;;
"24631,14344,""As an exception to standard investment restrictions for mutual funds, the Fundhas obtained approval of the Canadian securities regulators to permit the Fundto engage in a limited amount of short selling."",1.0,simplified_prospectus,58";;;;;;;;;;;
"24632,14381,""Under normal market conditions, the Fund invests mainly in high yield,lower-rated debt securities issued by companies and governments in anycountry, developed or developing."",1.0,simplified_prospectus,58";;;;;;;;;;;
"24633,14385,""As of May 25, 2007, Franklin Templeton Diversified Income Portfolio held 66.6%of the Fund and Franklin Templeton Diversified Income Corporate Class Portfolioheld 11.9% of the Fund."",0.0,simplified_prospectus,58";;;;;;;;;;;
"24634,15017,""• may engage in securities lending, repurchase and reverse repurchase"",0.0,simplified_prospectus,58";;;;;;;;;;;
24635,15111,Series ASeries F,0.0,simplified_prospectus,58;;;;;;;;;;;
"24636,15821,""High current income and some long-term capital appreciation byinvesting primarily in high-yield, lower-rated debt securities issuedin the U.S. and throughout the world."",0.0,simplified_prospectus,58";;;;;;;;;;;
24637,17340,One year,0.0,simplified_prospectus,58;;;;;;;;;;;
24638,18271,Five years,0.0,simplified_prospectus,58;;;;;;;;;;;
24639,18396,The fundamental investment objective may only be changed with the approvalof a majority of the unitholders at a meeting called for that purpose.,0.0,simplified_prospectus,58;;;;;;;;;;;
24640,19028,56,0.0,simplified_prospectus,58;;;;;;;;;;;
24641,19586,What does the fund invest in?,1.0,simplified_prospectus,58;;;;;;;;;;;
"24642,19678,""transactions as well as derivatives including forward contracts, calls, puts andswaps (as described on pages 26 to 27). These transactions and derivativeswill be used in conjunction with the Fund’s other investment strategies in amanner considered most appropriate to achieving the Fund’s overallinvestment objectives and enhancing the Fund’s returns as permitted bysecurities regulations."",1.0,simplified_prospectus,58";;;;;;;;;;;
24643,19859,Who should invest in this fund?Investors:• who are seeking a high level of income and some capital gains• willing to accept moderate investment risk • planning to hold their investment for a medium to long term,0.0,simplified_prospectus,58;;;;;;;;;;;
24644,19940,Simplified Prospectus,0.0,simplified_prospectus,58;;;;;;;;;;;
24645,20148,grade sometimes called “junk bonds” or “high yield” securities,0.0,simplified_prospectus,58;;;;;;;;;;;
"24646,20262,""• may invest in loan participations and other direct or indirect corporate debtobligations, including assignments of corporate loans, in which the Fund willbuy from the lender a portion of a larger loan the lender has made to aborrower."",0.0,simplified_prospectus,58";;;;;;;;;;;
24647,20900,• may invest in senior and subordinated debt securities and zero coupon bonds• may invest all of its assets in debt securities that are rated below investment,1.0,simplified_prospectus,58;;;;;;;;;;;
24648,21199,135.3675.89,0.0,simplified_prospectus,58;;;;;;;;;;;
24649,21454,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,58;;;;;;;;;;;
24650,21736,Three years,0.0,simplified_prospectus,58;;;;;;;;;;;
"24651,2646,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,59";;;;;;;;;;;
"24652,2866,""• may invest in credit derivatives, such as credit default swaps, credit-linked"",0.0,simplified_prospectus,59";;;;;;;;;;;
